Move_ID,Miscrit_ID,Move_Name,Element,AP,Accuracy,Description,Enchant
599,50,Unbreakable,Utility,0.0,100%,Raises your Defenses by 11,+3 to Buff
600,50,Sparkler,Lightning,17.0,95%,A powerful Lightning attack that hits 2 times,+5% Accuracy
601,51,Fetal Position,Utility,0.0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
602,51,Leaves,Nature,7.0,100%,A simple Nature attack,+1 Attack Power
603,51,Bite,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
604,51,Weaken,Utility,0.0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
605,51,Tap Dance,Nature,10.0,100%,An average Nature attack,+2 Attack Power
606,51,Toxic,Utility,0.0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
607,51,Mush,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
608,51,Confuse,Utility,0.0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
609,51,Mother Nature,Nature,20.0,95%,A very powerful Nature attack,+4 Attack Power
610,51,Intimidation,Utility,0.0,100%,Lowers your foe's Attacks by 11,+3 to Debuff
611,51,Destruction,Physical,25.0,90%,A massively powerful Physical attack,+10% Accuracy
612,51,Terraform,Nature,25.0,95%,A massively powerful Nature attack that grants 7 healing for 2 turns,+3 Attack Power
613,52,Sustain,Utility,0.0,100%,Raises your Defenses by 5,+1 to Buff
614,52,Wisp,Nature,7.0,100%,A simple Nature attack,+1 Attack Power
615,52,Poke,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
616,52,Fetal Position,Utility,0.0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
617,52,Cactus Bombshell,Nature,10.0,100%,An average Nature attack,+2 Attack Power
618,52,Toxic,Utility,0.0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
619,52,Sow,Nature,15.0,90%,A powerful Nature attack,+10% Accuracy
620,52,Strike,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
621,52,Hyper Power,Utility,0.0,100%,Raises your Attacks by 12,+2 to Buff
622,52,Mother Nature,Nature,20.0,95%,A very powerful Nature attack,+4 Attack Power
623,52,Photosynth,Utility,0.0,100%,Removes your elemental weakness,Replenishes 5 Health
624,52,Saguaro Strike,Nature,10.0,95%,An average Nature attack that hits 3 times and heals yourself by 10 HP,+5% Accuracy
625,53,Sprinkle,Water,7.0,100%,A simple Water attack,+1 Attack Power
626,53,Power Up,Utility,0.0,100%,Raises your Attacks by 5,+1 to Buff
627,53,Headbutt,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
628,53,Shy Smile,Utility,0.0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
629,53,Swell Splash,Water,10.0,100%,An average Water attack,+2 Attack Power
630,53,Whammy,Physical,10.0,100%,An average Physical attack,+2 Attack Power
631,53,Safeguard,Utility,0.0,100%,Raises your Defenses by 8,+2 to Buff
632,53,Spring Shower,Water,15.0,95%,A powerful Water attack,+3 Attack Power
633,53,Wallop,Physical,20.0,95%,A very powerful Physical attack,+4 Attack Power
634,53,Sludge,Utility,0.0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
635,53,OverWater,Utility,0.0,100%,Removes your elemental weakness,Replenishes 5 Health
636,53,Tidal Wave,Water,25.0,95%,A massively powerful Water attack that inflicts 9 AP Water DoT for 3 turns,+4 Attack Power
637,54,Cinders,Fire,7.0,100%,A simple Fire attack,+1 Attack Power
638,54,Shy Smile,Utility,0.0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
639,54,Swipe,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
640,54,Weaken,Utility,0.0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
641,54,Kindle,Utility,0.0,100%,Recovers a fair amount of your health,+5 Heal
642,54,Impact,Physical,10.0,100%,An average Physical attack,+2 Attack Power
643,54,High Focus,Utility,0.0,100%,Raises your Accuracy by 10%,Replenishes 5 Health
644,54,Claw,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
645,54,Venom,Utility,0.0,85%,"Poisons your foe, causing 14 damage for 3 turns",+10% Accuracy
646,54,Passion,Fire,20.0,95%,A very powerful Fire attack,+5 Attack Power
647,54,Hyper Power,Utility,0.0,100%,Raises your Attacks by 12,+2 to Buff
648,54,Meowferno,Fire,29.0,90%,A massively powerful Fire attack with a 40% chance to Confuse foe for 1 turn,+10% Accuracy
649,55,Toughen Up,Utility,0.0,100%,Raises your Defenses by 5,+1 to Buff
650,55,Spark,Lightning,7.0,100%,A simple Lightning attack,+1 Attack Power
651,55,Slap,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
652,55,Bright Lights,Utility,0.0,95%,Lowers your foe's Accuracy by 10%,+5% Accuracy
653,55,Soft Strike,Lightning,10.0,100%,An average Lightning attack,+2 Attack Power
654,55,Impact,Physical,10.0,100%,An average Physical attack,+2 Attack Power
655,55,Sleep,Utility,0.0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
656,55,Strike,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
657,55,Debilitate,Utility,0.0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
658,55,Thunderstorm,Lightning,3.0,90%,A simple Lightning attack that hits 7 times,+10% Accuracy
659,55,Hyper Power,Utility,0.0,100%,Raises your Attacks by 12,+2 to Buff
660,55,Charged Charge,Lightning,14.0,100%,An average Lightning attack that hits 2 times and raises your Elemental Attack by 12,+1 Attack Power
661,56,Gust,Wind,7.0,100%,A simple Wind attack,+1 Attack Power
662,56,Shields Up,Utility,0.0,100%,Raises your Defenses by 5,+1 to Buff
663,56,Smack,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
664,56,Debaser,Utility,0.0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
665,56,Flying Kick,Wind,10.0,100%,An average Wind attack,+2 Attack Power
666,56,Tickle,Utility,0.0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
667,56,Bash,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
668,56,Gale,Wind,15.0,95%,A powerful Wind attack,+3 Attack Power
669,56,Sacred Stones,Utility,0.0,100%,Raises your Elemental Defense by 13,+3 to Buff
670,56,Wallop,Physical,20.0,95%,A very powerful Physical attack,+4 Attack Power
671,56,Body Blocker,Utility,0.0,100%,Raises your Physical Defense by 13,+3 to Buff
672,56,Confucius,Wind,9.0,100%,A simple Wind attack that hits 3 times with a 40% chance to Confuse your foe for 1 turn,+1 Attack Power
673,57,Crumble,Earth,7.0,100%,A simple Earth attack,+1 Attack Power
674,57,Debaser,Utility,0.0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
675,57,Headbutt,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
676,57,Power Up,Utility,0.0,100%,Raises your Attacks by 5,+1 to Buff
677,57,Tail Lash,Earth,10.0,100%,An average Earth attack,+2 Attack Power
678,57,Sandstorm,Utility,0.0,100%,Removes your elemental weakness,Replenishes 5 Health
679,57,Body Shield,Utility,0.0,100%,Raises your Physical Defense by 10,+2 to Buff
680,57,Stalactite,Earth,15.0,100%,A powerful Earth attack,+3 Attack Power
681,57,Overwhelm,Physical,20.0,90%,A very powerful Physical attack,+10% Accuracy
682,57,Venom,Utility,0.0,85%,"Poisons your foe, causing 14 damage for 3 turns",+10% Accuracy
683,57,Hyper Power,Utility,0.0,100%,Raises your Attacks by 12,+2 to Buff
684,57,Rattle Rocks,Earth,7.0,95%,A simple Earth attack that hits 4 times and lowers foe's Elemental Defense by 10,+5% Accuracy
685,58,Rubble,Earth,7.0,100%,A simple Earth attack,+1 Attack Power
686,58,Shy Smile,Utility,0.0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
687,58,Hit,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
688,58,Shields Up,Utility,0.0,100%,Raises your Defenses by 5,+1 to Buff
689,58,Tail Lash,Earth,10.0,100%,An average Earth attack,+2 Attack Power
690,58,Double Edged,Utility,0.0,100%,Raises your Physical Attack by 15 but lowers your Defenses by 5,+2 to Buff
691,58,Claw,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
692,58,Sandstorm,Utility,0.0,100%,Removes your elemental weakness,Replenishes 5 Health
693,58,Rock Throw,Earth,20.0,90%,A very powerful Earth attack,+10% Accuracy
694,58,Sludge,Utility,0.0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
695,58,Unbreakable,Utility,0.0,100%,Raises your Defenses by 11,+3 to Buff
696,58,Ruthless Bite,Physical,6.0,90%,A simple Physical attack that hits 5 times and provides 10 Block,+10% Accuracy
697,59,Shields Up,Utility,0.0,100%,Raises your Defenses by 5,+1 to Buff
698,59,Rubble,Earth,7.0,100%,A simple Earth attack,+1 Attack Power
699,59,Headbutt,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
700,59,Power Up,Utility,0.0,100%,Raises your Attacks by 5,+1 to Buff
701,59,Stone Horn,Earth,20.0,55%,A very powerful Earth attack,+5% Accuracy
702,59,Tickle,Utility,0.0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
703,59,Strike,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
704,59,Stalactite,Earth,15.0,100%,A powerful Earth attack,+3 Attack Power
705,59,Debilitate,Utility,0.0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
706,59,Recompose,Earth,20.0,95%,A very powerful Earth attack,+5% Accuracy
707,59,Sandstorm,Utility,0.0,100%,Removes your elemental weakness,Replenishes 5 Health
708,59,Mace Tail,Earth,25.0,95%,A massively powerful Earth attack with a 40% chance to Sleep foe for 1 turn,+4 Attack Power
709,60,Breeze,Wind,7.0,100%,A simple Wind attack,+1 Attack Power
710,60,Shy Smile,Utility,0.0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
711,60,Swipe,Physical,7.0,100%,A simple Physical attack,+1 Attack Power
712,60,Debaser,Utility,0.0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
713,60,Flutter,Wind,10.0,100%,An average Wind attack,+2 Attack Power
714,60,Safeguard,Utility,0.0,100%,Raises your Defenses by 8,+2 to Buff
715,60,Claw,Physical,15.0,95%,A powerful Physical attack,+3 Attack Power
716,60,Sleep,Utility,0.0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
717,60,Cyclone,Wind,20.0,95%,A very powerful Wind attack,+4 Attack Power
718,60,Thump,Physical,20.0,95%,A very powerful Physical attack,Replenishes 5 Health
719,60,Lightning Rod,Utility,0.0,100%,Removes your elemental weakness,Replenishes 5 Health
720,60,Flamingo Fury,Physical,25.0,95%,A massively powerful Physical attack that provides 10 Block,+4 Attack Power
721,61,Sprinkle,Water,7,100%,A simple Water attack,+1 Attack Power
722,61,Shy Smile,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
723,61,Smack,Physical,7,100%,A simple Physical attack,+1 Attack Power
724,61,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
725,61,Blowhole Blast,Water,10,100%,An average Water attack,+2 Attack Power
726,61,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
727,61,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
728,61,Merciless,Utility,0,100%,Raises your Attacks by 9,+2 to Buff
729,61,Geyser,Water,20,95%,A very powerful Water attack,+4 Attack Power
730,61,Venom,Utility,0,85%,"Poisons your foe, causing 14 damage for 3 turns",+10% Accuracy
731,61,Unbreakable,Utility,0,100%,Raises your Defenses by 11,+3 to Buff
732,61,Whale Whammy,Physical,9,90%,A simple Physical attack that hits 3 times and heals yourself by 10 HP,+10% Accuracy
733,62,Gust,Wind,7,100%,A simple Wind attack,+1 Attack Power
734,62,Bright Lights,Utility,0,95%,Lowers your foe's Accuracy by 10%,+5% Accuracy
735,62,Poke,Physical,7,100%,A simple Physical attack,+1 Attack Power
736,62,Shy Smile,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
737,62,Swooping Fury,Wind,10,100%,An average Wind attack,+2 Attack Power
738,62,Tickle,Utility,0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
739,62,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
740,62,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
741,62,Cyclone,Wind,20,95%,A very powerful Wind attack,+4 Attack Power
742,62,Wallop,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
743,62,Merlin's Beard,Utility,0,100%,Raises your Elemental Attack by 14,+3 to Buff
744,62,Aerial Strike,Wind,5,100%,A simple Wind attack that hits 5 times and inflicts 10 AP Poison for 3 turns,+1 Attack Power
745,63,Sprinkle,Water,7,100%,A simple Water attack,+1 Attack Power
746,63,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
747,63,Smack,Physical,7,100%,A simple Physical attack,+1 Attack Power
748,63,Poison,Utility,0,95%,"Poisons your foe, causing 5 damage for 3 turns",+1 Attack Power
749,63,Super Splash,Water,10,100%,An average Water attack,+2 Attack Power
750,63,Tickle,Utility,0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
751,63,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
752,63,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
753,63,Geyser,Water,20,95%,A very powerful Water attack,+4 Attack Power
754,63,Wallop,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
755,63,Merlin's Beard,Utility,0,100%,Raises your Elemental Attack by 14,+3 to Buff
756,63,Fin Wave,Water,28,100%,A massively powerful Water attack with a 40% chance to put foe to Sleep for 1 turn,+5 Attack Power
757,64,Weaken,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
758,64,Vines,Nature,7,100%,A simple Nature attack,+1 Attack Power
759,64,Shove,Physical,7,100%,A simple Physical attack,+1 Attack Power
760,64,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
761,64,Sea Sand,Nature,6,100%,A simple Nature attack that hits 2 times,+1 Attack Power
762,64,Body Shield,Utility,0,100%,Raises your Physical Defense by 10,+2 to Buff
763,64,Mush,Physical,15,95%,A powerful Physical attack,+3 Attack Power
764,64,Pollen,Utility,0,90%,Lowers your foe's Accuracy by 10%,+10% Accuracy
765,64,Lotus,Nature,20,90%,A very powerful Nature attack,+10% Accuracy
766,64,Intimidation,Utility,0,100%,Lowers your foe's Attacks by 11,+3 to Debuff
767,64,Garbage Eater,Utility,0,100%,A move that heals for 6 turns in a row,+2 Heal
768,64,Garbage Heap,Nature,10,100%,An average Nature attack that hits 3 times and raises your Defenses by 8,+1 Attack Power
769,65,Cinders,Fire,7,100%,A simple Fire attack,+1 Attack Power
770,65,Ignite,Utility,0,100%,Raises your Elemental Attack by 11,+2 to Buff
771,65,Slap,Physical,7,100%,A simple Physical attack,+1 Attack Power
772,65,Eraser,Utility,0,100%,Lowers your foe's Elemental Attack by 7,+2 to Debuff
773,65,Reliable Fire,Fire,10,100%,An average Fire attack,+2 Attack Power
774,65,Slash,Physical,10,100%,An average Physical attack,+2 Attack Power
775,65,Engulf,Fire,15,95%,A powerful Fire attack,+3 Attack Power
776,65,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
777,65,Passion,Fire,20,95%,A very powerful Fire attack,+5 Attack Power
778,65,Magic Eraser,Utility,0,100%,Lowers your foe's Elemental Attack by 13,+3 to Debuff
779,65,Destruction,Physical,25,90%,A massively powerful Physical attack,+10% Accuracy
780,65,Reaping Flame,Fire,25,100%,A massively powerful Fire attack that inflicts Stats Chaos,+5 Attack Power
781,67,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
782,67,Spark,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
783,67,Poke,Physical,7,100%,A simple Physical attack,+1 Attack Power
784,67,Scorched Earth,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
785,67,Electrozap,Lightning,10,100%,An average Lightning attack,+3 Attack Power
786,67,Safeguard,Utility,0,100%,Raises your Defenses by 8,+2 to Buff
787,67,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
788,67,Sleep,Utility,0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
789,67,Voltage,Lightning,20,95%,A very powerful Lightning attack,+4 Attack Power
790,67,Wallop,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
791,67,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
792,67,Stinger Strike,Lightning,28,100%,A massively powerful Lightning attack that Paralyzes foe for 1 turn,+4 Attack Power
793,68,Breeze,Wind,7,100%,A simple Wind attack,+1 Attack Power
794,68,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
795,68,Swipe,Physical,7,100%,A simple Physical attack,+1 Attack Power
796,68,Lightning Rod,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
797,68,Ancient Winds,Wind,10,100%,An average Wind attack,+2 Attack Power
798,68,Tickle,Utility,0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
799,68,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
800,68,Bleeding,Utility,0,90%,Inflicts Bleed on your foe for 5 turns,+1 Turn
801,68,Cyclone,Wind,20,95%,A very powerful Wind attack,+4 Attack Power
802,68,Overwhelm,Physical,20,90%,A very powerful Physical attack,+10% Accuracy
803,68,Well Rounded,Utility,0,90%,Raises your Attacks and Defenses by 8,+10% Accuracy
804,68,Mauling Fury,Wind,32,95%,A more than massively powerful Wind attack that inflicts 9 AP Wind DoT for 3 turns,+5% Accuracy
805,69,Crumble,Earth,7,100%,A simple Earth attack,+1 Attack Power
806,69,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
807,69,Bite,Physical,7,100%,A simple Physical attack,+1 Attack Power
808,69,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
809,69,Dust Storm,Earth,6,100%,A simple Earth attack that hits 2 times,+1 Repeat
810,69,Sandstorm,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
811,69,Tickle,Utility,0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
812,69,Paralyze,Utility,0,90%,"Paralyzes your foe for 2 turns, making them unable to switch",+10% Accuracy
813,69,Overwhelm,Physical,20,90%,A very powerful Physical attack,+10% Accuracy
814,69,Landslide,Earth,20,95%,A very powerful Earth attack,+4 Attack Power
815,69,Unbreakable,Utility,0,100%,Raises your Defenses by 11,+3 to Buff
816,69,Sandclash,Earth,28,100%,A massively powerful Earth attack that inflicts Stats Chaos,+4 Attack Power
817,70,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
818,70,Vines,Nature,7,100%,A simple Nature attack,+1 Attack Power
819,70,Hit,Physical,7,100%,A simple Physical attack,+1 Attack Power
820,70,Poison,Utility,0,95%,"Poisons your foe, causing 5 damage for 3 turns",+1 Attack Power
821,70,Pumpkin Power,Nature,10,100%,An average Nature attack,+2 Attack Power
822,70,Merciless,Utility,0,100%,Raises your Attacks by 9,+2 to Buff
823,70,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
824,70,Reap,Nature,15,95%,A powerful Nature attack,Replenishes 5 Health
825,70,Intimidation,Utility,0,100%,Lowers your foe's Attacks by 11,+3 to Debuff
826,70,Dark Trip,Utility,0,70%,Puts your foe to Sleep for 2 turns and Paralyzes the user for 1 turn. 5 turns cooldown,+5% Accuracy
827,70,Scythe of Styx,Physical,25,100%,A more than massively powerful Physical attack that lowers your foe's defenses by 8,+2 Attack Power
828,70,Headless Hollow,Nature,30,95%,A more than massively powerful Nature attack that steals 12 HP from foe,+5% Accuracy
829,72,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
830,72,Spray,Water,7,100%,A simple Water attack,+1 Attack Power
831,72,Hit,Physical,7,100%,A simple Physical attack,+1 Attack Power
832,72,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
833,72,Snowy Splash,Water,10,100%,An average Water attack,+3 Attack Power
834,72,Sprint,Physical,--,95%,Raises your Speed by 25 and heals yourself by 5 HP,+5% Accuracy
835,72,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
836,72,Long Haul,Utility,0,100%,Makes the user immune to Sleep for 5 turns that heals yourself by 10 HP,+1 Turn
837,72,Geyser,Water,20,95%,A very powerful Water attack,+4 Attack Power
838,72,Naughty List,Physical,22,95%,A very powerful Physical attack with a 50% chance to inflict Surprise,+5% Accuracy
839,72,Complete Confusion,Utility,0,40%,Confuses your foe so that they may attack themselves for 3 turns,+20% chance of Stats Chaos
840,72,Fists of Coal,Physical,30,100%,A more than massively powerful Physical attack that inflicts Switch Curse,+3 Attack Power
841,73,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
842,73,Blow,Wind,7,100%,A simple Wind attack,+1 Attack Power
843,73,Slap,Physical,7,100%,A simple Physical attack,+1 Attack Power
844,73,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
845,73,Tusk Toss,Wind,10,100%,An average Wind attack,+2 Attack Power
846,73,Max Power,Utility,0,100%,Raises your Attacks by 9,+2 to Buff
847,73,Strike,Physical,15,95%,A powerful Physical attack,+3 Attack Power
848,73,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
849,73,Cyclone,Wind,20,95%,A very powerful Wind attack,+4 Attack Power
850,73,Hard Lock,Utility,0,--,"Paralyzes your foe for 4 turns, making them unable to switch. (1 Use)",Replenishes 5 Health
851,73,Destruction,Physical,25,90%,A massively powerful Physical attack,+10% Accuracy
852,73,Wailing Wind,Wind,16,95%,A powerful Wind attack that hits 2 times and inflicts 10 AP Poison for 3 turns,+5% Accuracy
853,74,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
854,74,Zap,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
855,74,Slap,Physical,7,100%,A simple Physical attack,+1 Attack Power
856,74,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
857,74,Dark Stinging Shock,Lightning,11,100%,An average Lightning attack,+2 Attack Power
858,74,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
859,74,Impact,Physical,10,100%,An average Physical attack,+2 Attack Power
860,74,Scorched Earth,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
861,74,Voltage,Lightning,20,95%,A very powerful Lightning attack,+4 Attack Power
862,74,Blitzkrieg,Physical,12,95%,An average Physical attack that hits 2 times,+5% Accuracy
863,74,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
864,74,Dark Lightning Barb,Lightning,31,95%,A more than massively powerful Lightning attack that inflicts Stats Chaos,+5% Accuracy
865,75,Crumble,Earth,7,100%,A simple Earth attack,+1 Attack Power
866,75,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
867,75,Hit,Physical,7,100%,A simple Physical attack,+1 Attack Power
868,75,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
869,75,Dark Hoofquake,Earth,11,100%,An average Earth attack,+15% chance to Poison for 3 turns
870,75,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
871,75,Stalagmite,Earth,15,95%,A powerful Earth attack,+3 Attack Power
872,75,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
873,75,Rock Throw,Earth,20,90%,A very powerful Earth attack,+10% Accuracy
874,75,Unbreakable,Utility,0,100%,Raises your Defenses by 11,+3 to Buff
875,75,Destruction,Physical,25,90%,A massively powerful Physical attack,+10% Accuracy
876,75,Dark Gem Smash,Earth,27,95%,A massively powerful Earth attack that provides 10 Block with a 40% chance to put foe to Sleep for 1 turn,+5 Attack Power
877,76,Shy Smile,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
878,76,Spark,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
879,76,Slap,Physical,7,100%,A simple Physical attack,+1 Attack Power
880,76,Weaken,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
881,76,Arrow Amour,Lightning,10,100%,An average Lightning attack,+3 Attack Power
882,76,Scorched Earth,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
883,76,Mush,Physical,15,95%,A powerful Physical attack,+3 Attack Power
884,76,Tesla Terror,Lightning,13,80%,Inflicts Lightning damage over 3 turns,+10% Accuracy
885,76,Voltage,Lightning,20,95%,A very powerful Lightning attack,+4 Attack Power
886,76,Infatuate,Utility,0,--,Confuses your foe for 1 turn. (1 Use),Replenishes 5 Health
887,76,Destruction,Physical,25,90%,A massively powerful Physical attack,+10% Accuracy
888,76,Bow Strike,Lightning,33,95%,A more than massively powerful Lightning attack that lowers foe's Defenses by 8,+5% Accuracy
889,77,Vines,Nature,7,100%,A simple Nature attack,+1 Attack Power
890,77,Weaken,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
891,77,Swipe,Physical,7,100%,A simple Physical attack,+1 Attack Power
892,77,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
893,77,Dark Gash,Physical,11,100%,An average Physical attack,+2 Attack Power
894,77,Merciless,Utility,0,100%,Raises your Attacks by 9,+2 to Buff
895,77,Bleeding,Utility,0,90%,Inflicts Bleed on your foe for 5 turns,+1 Turn
896,77,Claw,Physical,15,95%,A powerful Physical attack,+3 Attack Power
897,77,Unbreakable,Utility,0,100%,Raises your Defenses by 11,+3 to Buff
898,77,Gilly Weed,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
899,77,Wicked Willow,Nature,25,95%,A massively powerful Nature attack that raises your Physical Attack by 10,+4 Attack Power
900,77,Dark Ferocity,Physical,27,100%,A massively powerful Physical attack that grants 8 healing for 2 turns,+5 Attack Power
901,78,Cinders,Fire,7,100%,A simple Fire attack,+1 Attack Power
902,78,Shy Smile,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
903,78,Swipe,Physical,7,100%,A simple Physical attack,+1 Attack Power
904,78,Weaken,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
905,78,Dark Kindle,Fire,12,100%,An average Fire attack,Replenishes 5 Health
906,78,Impact,Physical,10,100%,An average Physical attack,+2 Attack Power
907,78,Safeguard,Utility,0,100%,Raises your Defenses by 8,+2 to Buff
908,78,Claw,Physical,15,95%,A powerful Physical attack,+3 Attack Power
909,78,Venom,Utility,0,85%,"Poisons your foe, causing 14 damage for 3 turns",+10% Accuracy
910,78,Passion,Fire,20,95%,A very powerful Fire attack,+5 Attack Power
911,78,Cat And Mouse,Utility,0,--,Recovers a fair amount of health and forcefully switches your foe. (1 Use),+5 Buff
912,78,Dark Meowferno,Fire,29,90%,A massively powerful Fire attack that inflicts Bleed for 5 turns,+10% Accuracy
913,79,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
914,79,Spray,Water,7,100%,A simple Water attack,+1 Attack Power
915,79,Bite,Physical,7,100%,A simple Physical attack,+1 Attack Power
916,79,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
917,79,Dark Snout Rush,Physical,11,100%,An average Physical attack,+30% chance of Stats Chaos
918,79,Toxic,Utility,0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
919,79,H2O,Water,15,90%,A powerful Water attack,+10% Accuracy
920,79,Lull,Utility,0,100%,Removes your elemental weakness with a 40% chance to put foe to Sleep for 1 turn,Replenishes 5 Health
921,79,Thump,Physical,20,95%,A very powerful Physical attack,Replenishes 5 Health
922,79,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
